,Title,Artist,Top Genre,Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity,Genre
85614,Bigmouth Strikes Again - 2011 Remaster,The Smiths,punk-rock,0.901,0.401,-5.011,0.538,0.839,193320,0.0704,0.041,70,Rock
85615,Breaking Away,Sumo,punk-rock,0.491,0.785,-12.711,0.0955,0.884,321666,0.0322,0.0342,38,Rock
85616,Doo Bi Doo,Kamikazee,punk-rock,0.958,0.496,-2.092,0.13,0.716,243773,0.00562,0.0749,37,Rock
85618,Supradin,Cemiyette Pişiyorum,punk-rock,0.876,0.6,-6.934,0.119,0.662,141394,0.0143,0.0386,37,Rock
85619,De Mí,Charly García,punk-rock,0.21,0.61,-18.458,0.167,0.158,186800,0.87,0.0307,38,Rock
85620,Alien Duce,Patricio Rey y sus Redonditos de Ricota,punk-rock,0.771,0.65,-6.901,0.16,0.743,194506,0.00119,0.0269,38,Rock
85622,Languis - Remasterizado 2007,Soda Stereo,punk-rock,0.895,0.661,-5.385,0.0945,0.854,234040,0.16,0.0369,38,Rock
85623,Aku Cinta Kau Dan Dia,Endank Soekamti,punk-rock,0.937,0.372,-4.282,0.108,0.572,289937,0.000924,0.0554,38,Rock
85624,Brev Fra En Forræder,The Minds Of 99,punk-rock,0.91,0.513,-4.411,0.125,0.264,243306,0.000104,0.0429,37,Rock
85625,Alkoholka 2015,Štěpán Soukup,punk-rock,0.738,0.622,-3.551,0.105,0.466,205250,0.000897,0.0301,37,Rock
85626,Você Sabe,Autoramas,punk-rock,0.953,0.313,-2.951,0.191,0.813,145893,1.62e-05,0.215,38,Rock
85627,Allein,Die Ärzte,punk-rock,0.895,0.509,-5.89,0.232,0.198,230053,0.000639,0.0477,37,Rock
85628,Amor en Pandemia,2 minutos,punk-rock,0.978,0.527,-4.338,0.336,0.473,167115,0.000206,0.0772,38,Rock
85629,No Soy Un Extraño - Live,Charly García,punk-rock,0.402,0.365,-13.435,0.0915,0.465,262533,0.668,0.112,37,Rock
85632,Ajetaan tandemilla,Tyrävyö;Jimi Pääkallo,punk-rock,0.927,0.363,-4.412,0.096,0.724,233466,0.00199,0.0392,37,Rock
85633,Amor Descartable,Virus,punk-rock,0.857,0.785,-4.272,0.0583,0.913,210613,0.0754,0.0468,37,Rock
85634,Cae el Sol,Soda Stereo,punk-rock,0.697,0.467,-9.198,0.384,0.249,291306,0.000286,0.0281,38,Rock
85635,Whippet,eXterio,punk-rock,0.833,0.678,-3.933,0.0691,0.63,197786,0.0327,0.0431,37,Rock
85638,El fantasma de Canterville,Charly García,punk-rock,0.83,0.571,-7.39,0.57,0.673,274127,0.411,0.0591,38,Rock
85639,Sheriff,Patricio Rey y sus Redonditos de Ricota,punk-rock,0.778,0.596,-7.668,0.313,0.407,360266,1.14e-05,0.037,37,Rock
85640,Seu Caminho,Tianastacia,punk-rock,0.736,0.448,-5.016,0.0621,0.75,268933,0.0881,0.0523,37,Rock
85643,Demoliendo Hoteles - Live,Charly García,punk-rock,0.794,0.593,-9.016,0.957,0.556,329893,0.49,0.258,37,Rock
85644,Reviéntense Todos,Rebel'd Punk,punk-rock,0.541,0.479,-12.393,0.107,0.464,174103,0.00824,0.0412,37,Rock
85645,Tällä Tiellä,Hassisen Kone,punk-rock,0.808,0.427,-5.404,0.125,0.619,195040,0.105,0.047,37,Rock
85646,Preguntas Si Te Amé,INSITE,punk-rock,0.923,0.43,-5.298,0.0609,0.368,207866,0.0246,0.0752,38,Rock
85648,A Cera,O Surto,punk-rock,0.765,0.591,-2.949,0.0677,0.495,227626,0.0671,0.0519,37,Rock
85649,Peluca Telefónica,Charly García,punk-rock,0.711,0.791,-9.548,0.25,0.901,301040,0.149,0.0702,38,Rock
85651,Лесник,Korol i Shut,punk-rock,0.779,0.366,-10.715,0.0559,0.564,191613,0.0192,0.0788,53,Rock
85654,The Great Escape,Boys Like Girls,punk-rock,0.94,0.423,-4.012,0.178,0.505,206520,0.00166,0.0635,55,Rock
85655,Be Your Everything,Boys Like Girls,punk-rock,0.833,0.501,-4.954,0.0788,0.68,210706,0.0303,0.0334,58,Rock
85656,Last One Standing,Simple Plan,punk-rock,0.969,0.498,-3.662,0.0627,0.509,207293,0.000473,0.0747,54,Rock
85661,I Like It Like That (feat. New Boyz),Hot Chelle Rae;New Boyz,punk-rock,0.784,0.742,-5.458,0.354,0.65,188200,0.0308,0.0552,63,Rock
85662,Lose Control,Hedley,punk-rock,0.778,0.665,-4.42,0.137,0.852,226693,0.149,0.0494,0,Rock
85663,Olunurde,Kaçak,punk-rock,0.733,0.45,-2.482,0.123,0.215,275840,0.0137,0.0322,37,Rock
85666,Veinte Ciudades,Luis Alberto Spinetta,punk-rock,0.795,0.749,-9.396,0.221,0.7,179130,0.0874,0.0348,37,Rock
85668,Savaşa Hiç Gerek Yok - Version 1,Athena;Aylin Aslım;Bülent Ortaçgil;Feridun Düzağaç;Koray Candemir;mor ve ötesi;Nejat Yavaşoğulları;Vega,punk-rock,0.617,0.591,-10.068,0.101,0.36,218120,0.0225,0.0252,37,Rock
85669,Tacos de Princesa,No Recomendable,punk-rock,0.446,0.311,-10.033,0.0606,0.546,187720,0.763,0.0409,37,Rock
85670,Schmetterling,Terrorgruppe;Skinhead Black,punk-rock,0.959,0.453,-3.597,0.398,0.625,204427,0.0433,0.0928,37,Rock
85671,Lugares Comunes,Virus,punk-rock,0.793,0.691,-6.507,0.114,0.736,192706,0.0937,0.0479,37,Rock
85672,Luna,Cielo Razzo,punk-rock,0.7,0.566,-8.476,0.113,0.573,274080,0.0208,0.0395,37,Rock
85673,Richtung Norden,Hi! Spencer,punk-rock,0.865,0.42,-5.502,0.141,0.341,243592,0.000583,0.0365,36,Rock
85674,Imágenes Paganas,Virus,punk-rock,0.832,0.567,-7.771,0.113,0.624,268360,0.284,0.0333,37,Rock
85675,Zaroia,O Surto,punk-rock,0.868,0.639,-2.974,0.169,0.708,237733,0.0648,0.0714,37,Rock
85678,Amnesia,Say Ocean,punk-rock,0.923,0.558,-2.624,0.0916,0.52,241270,0.00035,0.0972,37,Rock
85679,Teléfonos / White Trash,Sumo,punk-rock,0.476,0.429,-14.087,0.0927,0.214,527000,0.1,0.0731,38,Rock
85680,El Linyera,Flema,punk-rock,0.953,0.44,-4.405,0.291,0.806,115626,0.00176,0.0545,37,Rock
85681,Cerita Semalam,Superman Is Dead,punk-rock,0.931,0.398,-6.491,0.124,0.753,236773,0.000968,0.0579,38,Rock
85682,La Murga de los Renegados,Patricio Rey y sus Redonditos de Ricota,punk-rock,0.85,0.539,-6.315,0.151,0.517,287800,0.0637,0.0326,37,Rock
85684,Zoraide - Acústico,Ultraje a Rigor,punk-rock,0.966,0.527,-4.288,0.907,0.76,208146,0.0614,0.0674,36,Rock
85685,Primavera,Charly García,punk-rock,0.681,0.751,-6.559,0.34,0.811,275040,0.149,0.026,37,Rock
85688,O Ponteiro Tá Subindo,Camisa de Vênus,punk-rock,0.966,0.36,-5.586,0.135,0.735,250360,0.00157,0.0792,37,Rock
85689,Si Me Ves,Cadena Perpetua,punk-rock,0.786,0.541,-5.188,0.0832,0.515,202493,0.0371,0.0399,37,Rock
85690,Desde El Infierno,Cadena Perpetua,punk-rock,0.894,0.468,-5.575,0.127,0.696,177840,0.0107,0.0605,37,Rock
85691,This Town Ain't Big Enough For Both Of Us,Sparks,punk-rock,0.731,0.465,-10.592,0.297,0.638,184600,0.448,0.0724,0,Rock
85692,Pravidla Českýho Punku,Totální nasazení,punk-rock,0.944,0.581,-5.472,0.144,0.733,237066,0.0144,0.0962,36,Rock
85693,Nem akarok elszakadni,Depresszió,punk-rock,0.895,0.547,-4.186,0.189,0.818,196546,0.00344,0.051,37,Rock
85696,Nos Siguen Pegando Abajo (Pecado Mortal) - Live,Charly García,punk-rock,0.771,0.6,-8.182,0.914,0.868,201906,0.326,0.0557,37,Rock
85700,Save You,Simple Plan,punk-rock,0.864,0.237,-3.534,0.174,0.489,225866,0.000214,0.0367,27,Rock
85701,I Can Wait Forever,Simple Plan,punk-rock,0.734,0.39,-5.042,0.103,0.227,294320,0.00346,0.035,36,Rock
85702,Infinitely Ordinary,The Wrecks,punk-rock,0.669,0.495,-6.572,0.134,0.261,172986,0.00692,0.0388,47,Rock
85703,Это пройдёт,Pornofilmy,punk-rock,0.828,0.508,-3.826,0.415,0.713,236026,0.00359,0.213,49,Rock
85704,Lovesong - Remastered,The Cure,punk-rock,0.791,0.611,-7.7,0.217,0.856,208266,0.326,0.0286,67,Rock
85705,These Are The Lies,The Cab,punk-rock,0.704,0.462,-6.687,0.108,0.503,226426,0.0165,0.0318,54,Rock
85706,Siyah,Çilekeş,punk-rock,0.778,0.59,-6.084,0.166,0.331,285293,0.00895,0.0339,37,Rock
85708,Ikaw Pa Rin,Letter Day Story,punk-rock,0.96,0.369,-3.064,0.3,0.43,234866,0.00322,0.2,36,Rock
85709,Scaramanzia,Patricio Rey y sus Redonditos de Ricota,punk-rock,0.561,0.509,-10.035,0.286,0.749,329200,0.0763,0.0259,37,Rock
85710,Show,Jaksi Taksi;Harlej,punk-rock,0.93,0.324,-7.124,0.14,0.358,218320,4.15e-05,0.102,36,Rock
85711,Mariposas,Árbol,punk-rock,0.931,0.488,-2.705,0.273,0.807,138333,0.0133,0.0576,36,Rock
85712,WILKI DWA,Luxtorpeda,punk-rock,0.923,0.363,-4.34,0.11,0.631,218680,0.00369,0.0728,36,Rock
85713,Správná Pětka,Zvlášňý škola,punk-rock,0.889,0.622,-3.366,0.0815,0.956,257160,0.00204,0.0347,36,Rock
85714,Já Si Tě Vypiplám,Civilní Obrana,punk-rock,0.94,0.549,-4.151,0.312,0.909,133457,0.0329,0.108,36,Rock
85715,Měla krátkou ofinu,Vypsana Fixa,punk-rock,0.877,0.554,-7.983,0.043,0.962,175408,0.00835,0.0294,37,Rock
85716,Kotów kat ma oczy zielone,Pidżama Porno,punk-rock,0.838,0.509,-6.319,0.248,0.777,266626,0.00803,0.0367,37,Rock
85717,Que Hago en Manila?,Virus,punk-rock,0.406,0.47,-11.37,0.0484,0.335,280453,0.06,0.0282,37,Rock
85718,God Save The Queen,Sex Pistols,punk-rock,0.901,0.304,-7.756,0.158,0.541,199453,0.00105,0.0602,63,Rock
85719,"Pare de Sufrir, Pare de Mamar",De Nalgas,punk-rock,0.973,0.674,-2.758,0.36,0.802,179257,0.0124,0.0618,37,Rock
85720,O Enxofre e a Cachaça,Hillbilly Rawhide,punk-rock,0.841,0.644,-11.087,0.0661,0.713,230160,0.407,0.0374,36,Rock
85721,La Gata Bajo la Lluvia,Devil Presley,punk-rock,0.546,0.558,-5.117,0.06,0.369,226826,0.00152,0.0261,36,Rock
85723,Simple,División Minúscula,punk-rock,0.74,0.461,-7.851,0.0824,0.712,171760,0.00487,0.0535,38,Rock
85724,A Mi Manera (Comme D'Habitude),Infierno 18,punk-rock,0.977,0.446,-3.486,0.108,0.303,205813,0.000132,0.0908,36,Rock
85725,Hark The Herald Angels Sing,Hawk Nelson,punk-rock,0.679,0.345,-5.25,0.39,0.542,147413,0.00404,0.0377,0,Rock
85726,Vicio,Sonora de Llegar,punk-rock,0.878,0.411,-3.111,0.0612,0.682,166159,0.00997,0.0611,37,Rock
85727,Luzes,Plebe Rude,punk-rock,0.844,0.488,-5.879,0.88,0.438,223426,0.0304,0.0358,36,Rock
85728,St.Pauli Tanzmusik - Posse-Version,Le Fly;Liedfett;Jaya The Cat;Chefboss;Kalle Krass;Flo Mega;257ers;Smith & Smart;Pensen Paletti;Captain Gips;Sondaschule;Triebwerk 3;Vollka Putt,punk-rock,0.801,0.676,-6.105,0.312,0.7,548426,0.0202,0.0565,37,Rock
85735,Älä peitä mun aurinkoo,Klamydia,punk-rock,0.902,0.423,-3.238,0.0921,0.506,209129,0.00664,0.0504,36,Rock
85736,Hoje,Camisa de Vênus,punk-rock,0.8,0.521,-10.508,0.0866,0.729,224226,0.00529,0.0391,36,Rock
85737,"Heute hier, morgen dort - Live",Die Toten Hosen,punk-rock,0.98,0.229,-3.307,0.511,0.327,154412,0.00118,0.071,36,Rock
85739,500 mil,Mimikry,punk-rock,0.93,0.588,-4.958,0.0992,0.834,179866,0.199,0.057,37,Rock
85741,El Juego Comienza,GIT,punk-rock,0.431,0.801,-15.371,0.111,0.928,240360,0.259,0.0359,36,Rock
85742,Mexiko - Live,Tři Sestry,punk-rock,0.979,0.289,-2.718,0.763,0.516,237360,0.0973,0.207,36,Rock
85743,Pic Nic En El 4° B - Remasterizado 2007,Soda Stereo,punk-rock,0.864,0.67,-5.847,0.128,0.915,218573,0.0159,0.0283,37,Rock
85744,Epitafio (Perdón por Ser Rock And Roll),Chingadazo de Kung Fu,punk-rock,0.894,0.577,-2.555,0.36,0.77,151558,0.0104,0.0413,37,Rock
85745,"Ružová Záhrada""",Iné Kafe,punk-rock,0.892,0.462,-1.525,0.232,0.574,226106,0.00396,0.0376,36,Rock
85746,Pandora Box,2 minutos,punk-rock,0.947,0.474,-2.755,0.092,0.721,199226,1.69e-05,0.0392,37,Rock
85747,Kaya,Sumo,punk-rock,0.824,0.759,-5.428,0.457,0.96,194266,0.15,0.0353,37,Rock
85752,Звезда по имени Солнце,Kino,punk-rock,0.477,0.807,-11.496,0.0467,0.968,225666,0.0316,0.0489,56,Rock
85755,1985,Bowling For Soup,punk-rock,0.887,0.606,-4.404,0.337,0.903,193000,0.000242,0.0598,71,Rock
85757,Ud Af Min Krop,The Minds Of 99,punk-rock,0.702,0.459,-6.019,0.162,0.122,257737,0.155,0.0318,36,Rock
85758,Yorulmak Olmaz,Athena,punk-rock,0.712,0.633,-5.885,0.0961,0.491,302493,0.0049,0.0309,36,Rock
85759,Nothing But Love,The Minds Of 99,punk-rock,0.602,0.561,-5.391,0.323,0.716,225920,0.443,0.0358,36,Rock
85761,Kédate Conmigo,GUFI,punk-rock,0.911,0.509,-6.384,0.201,0.592,192493,0.000406,0.0367,36,Rock
85762,Alcalina,Cielo Razzo,punk-rock,0.848,0.599,-4.153,0.286,0.779,222026,0.00795,0.0277,36,Rock
85763,Mi Barco,Margarita Siempre Viva,punk-rock,0.612,0.383,-7.434,0.136,0.159,210005,0.167,0.0393,36,Rock
85764,El Juego,Allison,punk-rock,0.943,0.675,-1.934,0.106,0.664,221598,0.00832,0.106,38,Rock
85765,Kiel,Rantanplan,punk-rock,0.984,0.263,-3.265,0.367,0.665,194146,0.0101,0.063,35,Rock
85766,Ne Farkeder?,Pickpocket,punk-rock,0.857,0.505,-5.329,0.0816,0.437,305830,0.00115,0.0382,37,Rock
85767,Meluzyna,Coma;Iza Lach,punk-rock,0.765,0.523,-7.305,0.211,0.543,259554,0.266,0.0492,36,Rock
85769,Na Seen,Rumatera,punk-rock,0.899,0.711,-6.159,0.344,0.901,266653,0.495,0.0429,36,Rock
85770,Beynim Yok,Cemiyette Pişiyorum,punk-rock,0.965,0.395,-4.406,0.0801,0.493,134013,0.000541,0.127,36,Rock
85771,Week On Repeat,Beddy Rays,punk-rock,0.927,0.245,-3.01,0.14,0.427,146953,5.31e-05,0.105,37,Rock
85772,Su Segundo Nombre Era Porqué,No Recomendable,punk-rock,0.622,0.446,-6.197,0.108,0.343,232500,0.657,0.039,36,Rock
85773,Goodbye,Rybičky 48;Marek Ztraceny,punk-rock,0.857,0.731,-4.342,0.421,0.549,176434,0.0391,0.0286,36,Rock
85774,J'ai oublié,Captaine Révolte,punk-rock,0.793,0.511,-6.291,0.0704,0.525,235440,0.057,0.0435,35,Rock
85775,Instinto,El Bordo,punk-rock,0.855,0.582,-4.123,0.11,0.651,264453,0.042,0.0368,36,Rock
85777,Gripin,Cemiyette Pişiyorum,punk-rock,0.889,0.546,-7.106,0.949,0.636,149645,0.00133,0.0395,36,Rock
85778,Aku Persepsi,Superman Is Dead,punk-rock,0.958,0.473,-2.121,0.379,0.709,147072,0.000206,0.0517,37,Rock
85781,Zamilovaný/Nešťastná 2,Rybičky 48;Bára Zemanová;Pokáč,punk-rock,0.833,0.544,-3.487,0.34,0.872,218142,0.107,0.0438,36,Rock
85783,Los Cangrejos,Karamelo Santo,punk-rock,0.878,0.699,-4.042,0.12,0.874,148160,0.263,0.0506,37,Rock
85784,Compter les corps,Vulgaires Machins,punk-rock,0.924,0.444,-5.624,0.174,0.305,230613,0.000617,0.0611,36,Rock
85785,Vuelve a Casa,Attaque 77,punk-rock,0.626,0.345,-11.485,0.0607,0.83,194040,0.0221,0.0299,36,Rock
85786,Murga Purga,Patricio Rey y sus Redonditos de Ricota,punk-rock,0.96,0.58,-6.68,0.181,0.21,204533,8.44e-05,0.0555,36,Rock
85787,"Sommer, Sonne, Bier",Drei Meter Feldweg,punk-rock,0.971,0.573,-3.137,0.192,0.802,218080,0.00768,0.0581,36,Rock
85788,Balladen Om Lilla Elsa,Dia Psalma,punk-rock,0.716,0.637,-6.228,0.354,0.789,152760,0.064,0.0284,36,Rock
85791,Primavera 0 - Remasterizado 2007,Soda Stereo,punk-rock,0.707,0.382,-6.025,0.0981,0.158,221680,0.0019,0.0426,36,Rock
85792,A Dónde Vas - Acústico en Vivo,El Bordo;Facundo Soto,punk-rock,0.77,0.429,-9.747,0.921,0.3,227050,0.0664,0.0616,36,Rock
85794,Fantasy,Charly García,punk-rock,0.45,0.606,-12.867,0.329,0.263,179573,0.000401,0.031,36,Rock
85795,Esse seu buraquinho,Velhas Virgens,punk-rock,0.842,0.406,-5.718,0.831,0.541,282546,0.418,0.0417,36,Rock
85796,Los Viejos Vinagres,Sumo,punk-rock,0.72,0.767,-8.412,0.0991,0.828,197760,0.00917,0.112,37,Rock
85797,Tal Vez Mañana,Skay Beilinson,punk-rock,0.935,0.602,-7.56,0.0752,0.337,250786,0.00955,0.102,36,Rock
85798,Destrózame,INSITE,punk-rock,0.929,0.482,-5.595,0.0729,0.317,205080,0.00105,0.0468,36,Rock
85799,Nós vamos invadir sua praia,Ultraje a Rigor,punk-rock,0.974,0.494,-6.925,0.116,0.649,254986,0.0488,0.0631,36,Rock
85800,Прыгну со скалы,Korol i Shut,punk-rock,0.764,0.304,-5.602,0.263,0.353,190506,0.249,0.0634,52,Rock
85803,Love Drunk,Boys Like Girls,punk-rock,0.976,0.44,-3.17,0.16,0.412,226706,0.00177,0.141,65,Rock
85804,Lust For Life,Iggy Pop,punk-rock,0.97,0.383,-5.638,0.0942,0.62,313925,0.0276,0.0435,66,Rock
85805,Pictures Of You - Remastered,The Cure,punk-rock,0.764,0.476,-6.454,0.138,0.545,448306,0.00325,0.032,62,Rock
85809,DUNKEL,Die Ärzte,punk-rock,0.942,0.507,-5.931,0.234,0.779,217603,0.000141,0.0772,36,Rock
85812,Ella También,Luis Alberto Spinetta,punk-rock,0.307,0.401,-10.151,0.159,0.22,244213,0.919,0.0292,36,Rock
85813,Goodbye Adiós,Árbol,punk-rock,0.749,0.584,-6.155,0.102,0.577,211194,0.0102,0.0299,36,Rock
85814,Bala perdida,TERREVIENTO,punk-rock,0.676,0.669,-5.992,0.0937,0.332,274453,0.0304,0.0384,35,Rock
85815,Vamos Otra Vez,Allison,punk-rock,0.956,0.493,-2.228,0.316,0.418,221066,0.00535,0.115,37,Rock
85816,Sana Kahit Minsan,Kamikazee,punk-rock,0.93,0.361,-4.847,0.141,0.548,218613,0.16,0.0584,36,Rock
85817,Sandwiches de Miga,Pappo's Blues,punk-rock,0.779,0.393,-8.103,0.283,0.525,180713,0.00301,0.0361,36,Rock
85818,Otro,Charly García,punk-rock,0.519,0.688,-6.626,0.0992,0.6,131266,0.476,0.0367,36,Rock
85819,Ubåd,The Minds Of 99,punk-rock,0.945,0.533,-3.758,0.157,0.587,209124,0.00284,0.0541,36,Rock
85820,Chaot (in mir),Die Toten Hosen,punk-rock,0.96,0.495,-3.116,0.19,0.686,195130,0.00128,0.0771,36,Rock
85821,Vergiss nie,Rogers,punk-rock,0.964,0.543,-2.688,0.307,0.465,218106,0.000466,0.0594,35,Rock
85822,Me Siento,Señor Kino,punk-rock,0.81,0.476,-8.245,0.156,0.701,117786,9.35e-05,0.0391,36,Rock
85823,Año Nuevo,División Minúscula,punk-rock,0.702,0.489,-7.331,0.112,0.134,392053,0.257,0.0338,37,Rock
85824,Reloj de Plastilina,Charly García,punk-rock,0.681,0.63,-15.605,0.109,0.896,281933,0.0274,0.0332,36,Rock
85825,Hey Du,Beatsteaks,punk-rock,0.747,0.16,-6.921,0.0926,0.388,217253,0.012,0.0587,35,Rock
85826,Plan B: Anhelo de Satisfacción,Massacre,punk-rock,0.836,0.449,-8.043,0.0876,0.319,262600,0.000227,0.0662,36,Rock
85828,Eu me amo,Ultraje a Rigor,punk-rock,0.812,0.659,-9.058,0.165,0.969,214440,0.131,0.0354,35,Rock
85829,Fruta Amarga,Karamelo Santo,punk-rock,0.914,0.612,-3.118,0.0892,0.898,243800,0.0149,0.049,36,Rock
85830,Du lebst nur einmal,Die Toten Hosen,punk-rock,0.911,0.483,-3.174,0.423,0.684,129933,0.00144,0.0438,36,Rock
85831,Alles was war,Die Toten Hosen,punk-rock,0.923,0.553,-2.076,0.148,0.589,191626,0.000606,0.0398,36,Rock
85832,"Die Nacht, der Alkohol und wir",Drei Meter Feldweg,punk-rock,0.945,0.469,-3.986,0.0816,0.463,175000,0.00159,0.0667,36,Rock
85834,Filha da Puta - Acústico,Ultraje a Rigor,punk-rock,0.965,0.602,-4.064,0.71,0.928,183346,0.016,0.067,35,Rock
85835,Alles passiert,Die Toten Hosen,punk-rock,0.626,0.603,-4.58,0.218,0.317,247453,0.0669,0.0271,36,Rock
85838,Dame el Fuego de Tu Amor (En Vivo),Attaque 77,punk-rock,0.969,0.178,-3.451,0.565,0.289,112106,0.0379,0.0987,35,Rock
85839,"Mi amor, mi sol, mi perdición",Bulldog,punk-rock,0.934,0.416,-3.725,0.224,0.725,240451,0.0072,0.0491,36,Rock
85841,Las Luces De Esta Ciudad,División Minúscula,punk-rock,0.792,0.635,-4.287,0.104,0.743,267226,0.0196,0.0312,37,Rock
85842,Parte de la Religión,Charly García,punk-rock,0.414,0.559,-11.216,0.129,0.323,186600,0.526,0.0249,36,Rock
85847,Alles anders,Feine Sahne Fischfilet,punk-rock,0.915,0.544,-5.895,0.117,0.347,289431,0.0104,0.0392,36,Rock
85848,T.V. Caliente,Sumo,punk-rock,0.458,0.646,-9.319,0.239,0.628,278986,0.00362,0.0304,36,Rock
85851,Missing You,All Time Low,punk-rock,0.731,0.56,-6.121,0.282,0.4,244823,0.0472,0.0281,56,Rock
85852,Better Days,Hedley,punk-rock,0.728,0.355,-4.395,0.0548,0.646,223786,0.368,0.133,52,Rock
85853,Группа крови,Kino,punk-rock,0.744,0.68,-7.122,0.192,0.675,235107,0.0597,0.035,56,Rock
85854,Лирика,Sektor Gaza,punk-rock,0.478,0.539,-10.641,0.14,0.386,260266,0.0661,0.0574,51,Rock
85855,Box in a Heart (with renforshort),The Maine;renforshort,punk-rock,0.468,0.594,-7.559,0.188,0.299,171063,0.168,0.0256,59,Rock
85856,Somebody That I Used To Know,Mayday Parade;Vic Fuentes,punk-rock,0.939,0.457,-4.557,0.145,0.467,205320,0.00391,0.0835,62,Rock
85857,After Midnight,blink-182,punk-rock,0.889,0.541,-3.997,0.02,0.902,206866,0.00642,0.049,58,Rock
85858,Köpek,Athena,punk-rock,0.964,0.438,-6.102,0.739,0.663,216456,0.00272,0.0652,35,Rock
85859,Always,blink-182,punk-rock,0.925,0.463,-5.74,0.189,0.59,251866,0.0106,0.0747,67,Rock
85860,Move Along,The All-American Rejects,punk-rock,0.92,0.526,-3.866,0.371,0.615,238880,0.000124,0.0472,61,Rock
85861,Anthem Part Two,blink-182,punk-rock,0.932,0.552,-3.782,0.119,0.518,227200,0.000102,0.0426,68,Rock
85862,Addicted,Simple Plan,punk-rock,0.751,0.522,-5.46,0.158,0.605,232066,0.000491,0.0435,62,Rock
85863,Because the Night,Patti Smith,punk-rock,0.763,0.466,-7.748,0.119,0.473,204800,0.0542,0.0391,69,Rock
85864,Adios,Allison,punk-rock,0.905,0.404,-3.608,0.0597,0.404,202773,0.00202,0.179,37,Rock
85865,Vives en Mí,Allison,punk-rock,0.906,0.511,-3.983,0.088,0.293,233622,0.00651,0.0502,37,Rock
85866,Sierpień,Coma,punk-rock,0.745,0.495,-5.638,0.132,0.206,350800,0.0957,0.036,36,Rock
85867,Dicen Que Estoy Muerto,Tungas,punk-rock,0.76,0.445,-5.58,0.305,0.578,243373,0.000431,0.0337,36,Rock
85868,Terbang Tenggelam,NTRL,punk-rock,0.852,0.451,-4.068,0.0862,0.37,272000,0.171,0.0759,35,Rock
85869,Lintang,Netral,punk-rock,0.832,0.493,-6.338,0.107,0.295,184000,0.00983,0.141,34,Rock
85870,Luft,Dia Psalma,punk-rock,0.839,0.56,-7.185,0.0907,0.499,217040,0.0377,0.0418,36,Rock
85871,Let Me In,Beatsteaks,punk-rock,0.937,0.406,-6.215,0.472,0.257,208906,0.000554,0.069,35,Rock
85872,No Hay Distancia,Allison,punk-rock,0.812,0.482,-2.03,0.106,0.435,262546,0.021,0.0321,37,Rock
85873,Es müsste immer Musik da sein,ZSK,punk-rock,0.986,0.452,-3.223,0.244,0.418,175466,2.2e-05,0.0953,34,Rock
85875,Mi Destino,Allison,punk-rock,0.627,0.447,-6.747,0.171,0.51,205973,0.0785,0.0307,37,Rock
85876,Wo immer du bist,Hi! Spencer,punk-rock,0.865,0.51,-5.124,0.0534,0.688,218093,0.004,0.0439,35,Rock
85877,Nie wierzę politykom,Tilt,punk-rock,0.867,0.526,-8.153,0.0882,0.519,255866,0.00108,0.0403,35,Rock
85878,Jdi domů Ivane,Rybičky 48,punk-rock,0.798,0.477,-4.41,0.0745,0.658,185855,0.00357,0.0337,35,Rock
85879,Ojos De Video Tape - Live,Charly García,punk-rock,0.395,0.423,-12.348,0.983,0.262,246266,0.89,0.0378,36,Rock
85880,Narozeniny,Alkehol,punk-rock,0.993,0.546,-2.324,0.334,0.214,163680,0.0169,0.0975,35,Rock
85881,Runde um Runde,Dritte Wahl,punk-rock,0.711,0.798,-2.196,0.283,0.702,252346,0.0253,0.0302,36,Rock
85886,Más y Más,Bulldog,punk-rock,0.868,0.574,-4.357,0.131,0.67,237386,0.0729,0.0305,35,Rock
85888,La Sal No Sala - Live,Charly García,punk-rock,0.567,0.765,-11.338,0.955,0.713,284826,0.303,0.101,36,Rock
85889,Carpinteiro do universo,Marcelo Nova;Raul Seixas,punk-rock,0.546,0.619,-11.055,0.132,0.386,275533,0.282,0.0293,35,Rock
85890,Ah! Eu Tô Sem Erva - Ao Vivo,Comunidade Nin-jitsu,punk-rock,0.917,0.513,-4.728,0.841,0.343,212240,0.01,0.123,35,Rock
85891,Ángeles Caidos,Skay Beilinson,punk-rock,0.755,0.548,-7.252,0.231,0.622,223973,0.00141,0.0251,36,Rock
85895,Minha Vida É o Rocknroll,Velhas Virgens,punk-rock,0.962,0.32,-2.534,0.558,0.567,228426,0.0156,0.132,35,Rock
85896,Y Aún Yo Te Recuerdo,Flema,punk-rock,0.941,0.319,-3.396,0.186,0.647,195546,0.0111,0.0648,36,Rock
85897,Verkackt bevor es los geht,Liedfett;Schmiddlfinga,punk-rock,0.852,0.633,-4.411,0.0961,0.893,217973,0.0316,0.284,35,Rock
85898,La Montaña,Luis Alberto Spinetta,punk-rock,0.564,0.606,-14.141,0.35,0.829,210094,0.389,0.028,36,Rock
85899,Johnny Vai A Guerra (Outra Vez),Plebe Rude,punk-rock,0.768,0.506,-9.076,0.184,0.659,210560,0.00329,0.0466,35,Rock
85904,SNOW,WANIMA,punk-rock,0.578,0.595,-5.185,0.0886,0.29,258262,0.144,0.0261,34,Rock
